Date,XLF,IYF
2022-02-01,39.599998474121094,87.56999969482422
2022-02-02,39.869998931884766,88.13999938964844
2022-02-03,39.43000030517578,87.02999877929688
2022-02-04,40.099998474121094,88.47000122070312
2022-02-07,40.220001220703125,88.68000030517578
2022-02-08,40.779998779296875,89.70999908447266
2022-02-09,41.040000915527344,90.30000305175781
2022-02-10,40.68000030517578,89.48999786376953
2022-02-11,40.11000061035156,87.9800033569336
2022-02-14,39.65999984741211,86.9800033569336
2022-02-15,40.20000076293945,88.29000091552734
2022-02-16,40.22999954223633,88.41000366210938
2022-02-17,39.22999954223633,86.11000061035156
2022-02-18,39.220001220703125,85.95999908447266
2022-02-22,39.02000045776367,85.48999786376953
2022-02-23,38.34000015258789,84.08999633789062
2022-02-24,37.880001068115234,83.18000030517578
2022-02-25,39.099998474121094,86.01000213623047
2022-02-28,38.52000045776367,84.83000183105469
2022-03-01,37.099998474121094,81.8499984741211
2022-03-02,38.060001373291016,84.19999694824219
2022-03-03,37.939998626708984,83.77999877929688
2022-03-04,37.22999954223633,82.16000366210938
2022-03-07,35.869998931884766,78.95999908447266
2022-03-08,35.65999984741211,78.62000274658203
2022-03-09,36.970001220703125,81.48999786376953
2022-03-10,36.65999984741211,80.8499984741211
2022-03-11,36.400001525878906,80.30999755859375
2022-03-14,36.86000061035156,81.02999877929688
2022-03-15,37.380001068115234,82.08999633789062
2022-03-16,38.43000030517578,84.54000091552734
2022-03-17,38.90999984741211,85.44999694824219
2022-03-18,39.0,85.87000274658203
2022-03-21,38.810001373291016,85.72000122070312
2022-03-22,39.439998626708984,87.12999725341797
2022-03-23,38.709999084472656,85.52999877929688
2022-03-24,39.02000045776367,85.8499984741211
2022-03-25,39.52000045776367,86.80999755859375
2022-03-28,39.40999984741211,86.61000061035156
2022-03-29,39.5,87.16999816894531
2022-03-30,39.220001220703125,86.29000091552734
2022-03-31,38.31999969482422,84.52999877929688
2022-04-01,38.220001220703125,84.37000274658203
2022-04-04,38.04999923706055,84.0
2022-04-05,37.810001373291016,83.33000183105469
2022-04-06,37.54999923706055,82.6500015258789
2022-04-07,37.5099983215332,82.47000122070312
2022-04-08,37.88999938964844,83.18000030517578
2022-04-11,37.720001220703125,82.79000091552734
2022-04-12,37.310001373291016,81.93000030517578
2022-04-13,37.310001373291016,82.11000061035156
2022-04-14,36.88999938964844,81.2300033569336
2022-04-18,37.11000061035156,81.47000122070312
2022-04-19,37.619998931884766,82.66000366210938
2022-04-20,37.880001068115234,83.30999755859375
2022-04-21,37.279998779296875,81.88999938964844
2022-04-22,36.16999816894531,79.45999908447266
2022-04-25,36.22999954223633,79.58000183105469
2022-04-26,35.31999969482422,77.44000244140625
2022-04-27,35.290000915527344,77.47000122070312
2022-04-28,35.7400016784668,78.54000091552734
2022-04-29,34.5099983215332,75.7699966430664
2022-05-02,34.52000045776367,76.08999633789062
2022-05-03,34.970001220703125,77.0999984741211
2022-05-04,36.040000915527344,79.33000183105469
2022-05-05,34.9900016784668,77.02999877929688
2022-05-06,34.7400016784668,76.44999694824219
2022-05-09,33.90999984741211,74.4800033569336
2022-05-10,33.61000061035156,73.95999908447266
2022-05-11,33.29999923706055,73.12000274658203
2022-05-12,33.04999923706055,72.87999725341797
2022-05-13,33.529998779296875,74.12000274658203
2022-05-16,33.25,73.54000091552734
2022-05-17,34.13999938964844,75.56999969482422
2022-05-18,33.20000076293945,73.43000030517578
2022-05-19,32.97999954223633,72.93000030517578
2022-05-20,32.91999816894531,72.94999694824219
2022-05-23,33.9900016784668,75.13999938964844
2022-05-24,33.91999816894531,74.88999938964844
2022-05-25,34.189998626708984,75.55999755859375
2022-05-26,34.97999954223633,77.38999938964844
2022-05-27,35.56999969482422,78.73999786376953
2022-05-31,35.470001220703125,78.43000030517578
2022-06-01,34.900001525878906,77.12999725341797
