Date,XLF,IYF,hedge_ratio,signal,strategy_return,cumulative_return
2022-03-31,38.31999969482422,84.52999877929688,0.46013847587629764,0,-0.0,1.106160746388598
2022-04-01,38.220001220703125,84.37000274658203,0.459816953998994,0,-0.0,1.106160746388598
2022-04-04,38.04999923706055,84.0,0.45981408853233685,0,-0.0,1.106160746388598
2022-04-05,37.810001373291016,83.33000183105469,0.46061349837936694,0,-0.0,1.106160746388598
2022-04-06,37.54999923706055,82.6500015258789,0.46125448145444137,0,-0.0,1.106160746388598
2022-04-07,37.5099983215332,82.47000122070312,0.4617767405250031,0,-0.0,1.106160746388598
2022-04-08,37.88999938964844,83.18000030517578,0.46240704290016216,0,0.0,1.106160746388598
2022-04-11,37.720001220703125,82.79000091552734,0.4625384129489428,0,-0.0,1.106160746388598
2022-04-12,37.310001373291016,81.93000030517578,0.462394814438522,0,-0.0,1.106160746388598
2022-04-13,37.310001373291016,82.11000061035156,0.46139187661544423,0,-0.0,1.106160746388598
2022-04-14,36.88999938964844,81.2300033569336,0.46120968273001084,0,-0.0,1.106160746388598
2022-04-18,37.11000061035156,81.47000122070312,0.4625324512439014,0,0.0,1.106160746388598
2022-04-19,37.619998931884766,82.66000366210938,0.4620632127297396,0,0.0,1.106160746388598
2022-04-20,37.880001068115234,83.30999755859375,0.4615757685820288,0,0.0,1.106160746388598
2022-04-21,37.279998779296875,81.88999938964844,0.4622252673149048,0,-0.0,1.106160746388598
2022-04-22,36.16999816894531,79.45999908447266,0.4623935011443881,0,-0.0,1.106160746388598
2022-04-25,36.22999954223633,79.58000183105469,0.46245205427920083,0,0.0,1.106160746388598
2022-04-26,35.31999969482422,77.44000244140625,0.46343579721228173,-1,-0.0,1.106160746388598
2022-04-27,35.290000915527344,77.47000122070312,0.46289470583806475,-1,0.0010288687544620894,1.1072988406179698
2022-04-28,35.7400016784668,78.54000091552734,0.46231029454613515,-1,-0.006358102660379314,1.1002585209136018
2022-04-29,34.5099983215332,75.7699966430664,0.46293222894638353,-1,0.018110227074463688,1.1201844525679607
2022-05-02,34.52000045776367,76.08999633789062,0.4611511937368715,-1,0.0016652703231953706,1.122049862493327
2022-05-03,34.970001220703125,77.0999984741211,0.4609175808305841,-1,-0.0069147220373243405,1.1142911995821676
2022-05-04,36.040000915527344,79.33000183105469,0.4614523183319558,-1,-0.017266286416394834,1.0950515285789137
2022-05-05,34.9900016784668,77.02999877929688,0.46160067750551637,-1,0.01575545425973285,1.1123045628494894
2022-05-06,34.7400016784668,76.44999694824219,0.4618292192072031,-1,0.0036692492004533777,1.1163858854773854
2022-05-09,33.90999984741211,74.4800033569336,0.4628544171506991,-1,0.011991221997109967,1.1297727164645848
2022-05-10,33.61000061035156,73.95999908447266,0.46209188319298716,-1,0.0056153697101697445,1.1361168079559962
2022-05-11,33.29999923706055,73.12000274658203,0.463113434561331,-1,0.003975304720780866,1.1406332184660222
2022-05-12,33.04999923706055,72.87999725341797,0.46126961732241467,-1,0.005987406967290151,1.147462653745388
2022-05-13,33.529998779296875,74.12000274658203,0.4599931644574449,-1,-0.006675234913809981,1.1398030709768139
2022-05-16,33.25,73.54000091552734,0.45979649199825817,-1,0.004751168577865839,1.1452184675125938
2022-05-17,34.13999938964844,75.56999969482422,0.4592114192332022,-1,-0.014074672857635822,1.129099892231831
2022-05-18,33.20000076293945,73.43000030517578,0.4597543652655323,-1,0.014529646670868836,1.1455053147220755
2022-05-19,32.97999954223633,72.93000030517578,0.45989616598995825,-1,0.0034959804490895395,1.149509978906672
2022-05-20,32.91999816894531,72.94999694824219,0.45896739358575833,-1,0.0019454247972967873,1.1517462641243772
2022-05-23,33.9900016784668,75.13999938964844,0.4598273683475498,-1,-0.018724671037594422,1.13018019420987
2022-05-24,33.91999816894531,74.88999938964844,0.46042951575684116,-1,0.0005296303040732287,1.1307787718897868
2022-05-25,34.189998626708984,75.55999755859375,0.4599343470611941,-1,-0.0038407189578755626,1.1264357684234265
2022-05-26,34.97999954223633,77.38999938964844,0.45925221627559987,-1,-0.011966962408413214,1.1129557539272112
2022-05-27,35.56999969482422,78.73999786376953,0.4588597771645701,-1,-0.00885554647282287,1.1030999225261133
2022-05-31,35.470001220703125,78.43000030517578,0.45938185004666204,-1,0.0010047946346547112,1.1042083114097556
2022-06-01,34.900001525878906,77.12999725341797,0.4597307779463973,-1,0.008455503822452574,1.1135449490076648
2022-06-02,35.380001068115234,78.41000366210938,0.4583524534233429,-1,-0.006124132406736665,1.106725452299089
2022-06-03,34.869998931884766,77.19999694824219,0.45889030998521657,-1,0.0073417848027127015,1.1148507924055537
2022-06-06,34.970001220703125,77.55000305175781,0.4581268367494102,-1,-0.0007873627798178858,1.113973000386563
2022-06-07,35.2400016784668,78.0999984741211,0.45834348065085617,-1,-0.004471817120842805,1.1089915168512778
2022-06-08,34.619998931884766,76.7300033569336,0.4584465601302261,-1,0.009553665083130812,1.119586450383308
2022-06-09,33.75,74.5199966430664,0.46027326531397256,-1,0.011925600558505639,1.1329381911812944
2022-06-10,32.529998779296875,71.9000015258789,0.4601219007993433,-1,0.01996576668403979,1.1555581707738583
2022-06-13,31.559999465942383,69.61000061035156,0.4612473248975613,-1,0.01516381687248238,1.1730808432609738
2022-06-14,31.290000915527344,69.0999984741211,0.46078286269249286,-1,0.005175729170193761,1.1791523920004352
2022-06-15,31.639999389648438,69.91000366210938,0.4604427445673894,-1,-0.005784236452750548,1.1723318957512783
2022-06-16,30.84000015258789,67.95999908447266,0.461793019091135,-1,0.012441265050146156,1.1869171875930602
2022-06-17,30.93000030517578,68.22000122070312,0.4613887132907311,-1,-0.0011515598946108846,1.1855503813616037
2022-06-21,31.3799991607666,69.6500015258789,0.4583482145033885,-1,-0.004877499264993123,1.1797678602479003
2022-06-22,31.309999465942383,69.4800033569336,0.4584010867701506,-1,0.001111997609541497,1.1810797592883098
2022-06-23,31.190000534057617,69.3499984741211,0.4575508306540662,-1,0.0029748874081101722,1.1845933385921903
2022-06-24,32.34000015258789,72.01000213623047,0.4565770772763459,-1,-0.019320859636582807,1.1617059769708196
2022-06-27,32.22999954223633,71.7300033569336,0.45680291856740923,-1,0.001626056244626854,1.1635949762290934
2022-06-28,31.90999984741211,71.06999969482422,0.4565546822763349,-1,0.005725483668773066,1.1702571202625593
2022-06-29,31.729999542236328,70.52999877929688,0.45746583242228994,-1,0.0021719010115425798,1.1727988028858225
2022-06-30,31.450000762939453,69.9800033569336,0.4570899163202835,-1,0.005257083282319207,1.1789643038659974
2022-07-01,31.8799991607666,70.91000366210938,0.4571513786761138,-1,-0.007597941445338229,1.1700066021190796
2022-07-05,31.770000457763672,70.77999877929688,0.45645335838682577,-1,0.0026122670020400185,1.1730629717579644
2022-07-06,31.690000534057617,70.52999877929688,0.45691203957065374,-1,0.0009058706055518012,1.1741256150225412
2022-07-07,32.150001525878906,71.56999969482422,0.45670904958756464,-1,-0.007778249340282071,1.1649929732320838
2022-07-08,32.08000183105469,71.3499984741211,0.45712284788276625,-1,0.0007733923613981583,1.1658939698986641
